layer,head,pattern_score,total_delta_nll,direct_delta_nll,indirect_delta_nll
7,19,0.3469240069389343,-0.018319999799132347,0.0,-0.018319999799132347
8,0,0.17565900087356567,0.007792000193148851,0.0,0.007792000193148851
8,1,0.1267089992761612,-0.0050050001591444016,0.0,-0.0050050001591444016
8,2,0.09783899784088135,0.010560999624431133,0.0,0.010560999624431133
8,3,0.13745099306106567,0.0020860000513494015,0.0,0.0020860000513494015
8,4,0.21765099465847015,-0.06959400326013565,0.0,-0.06959400326013565
8,5,0.07690399885177612,-0.011099000461399555,0.0,-0.011099000461399555
8,6,0.3073729872703552,-0.01368200033903122,0.0,-0.01368200033903122
8,7,0.13122600317001343,-0.009992999956011772,0.0,-0.009992999956011772
8,8,0.07568400353193283,-0.00471000000834465,0.0,-0.00471000000834465
8,9,0.2139890044927597,-0.007207999937236309,0.0,-0.007207999937236309
8,10,0.1496579945087433,-0.010458000004291534,0.0,-0.010458000004291534
8,11,0.20825199782848358,0.04423699900507927,0.0,0.04423699900507927
8,12,0.16137699782848358,-0.0030040000565350056,0.0,-0.0030040000565350056
8,13,0.4453119933605194,-0.020194999873638153,0.0,-0.020194999873638153
8,14,0.4167479872703552,0.17938199639320374,0.0,0.17938199639320374
8,15,0.15039099752902985,0.008174000307917595,0.0,0.008174000307917595
8,16,0.0676880031824112,-0.012300999835133553,0.0,-0.012300999835133553
8,17,0.14941400289535522,-0.01003399956971407,0.0,-0.01003399956971407
8,18,0.15039099752902985,0.01488799974322319,0.0,0.01488799974322319
8,19,0.17297400534152985,-0.009103000164031982,0.0,-0.009103000164031982
9,0,0.08996599912643433,-0.002099999925121665,0.0,-0.002099999925121665
9,1,0.08953899890184402,0.0005019999807700515,0.0,0.0005019999807700515
9,2,0.1593019962310791,0.004604000132530928,0.0,0.004604000132530928
9,3,0.160521999001503,0.009998999536037445,0.0,0.009998999536037445
9,4,0.12731899321079254,-0.0014299999456852674,0.0,-0.0014299999456852674
9,5,0.15002399682998657,-0.00033999999868683517,0.0,-0.00033999999868683517
9,6,0.2780759930610657,0.0071000000461936,0.0,0.0071000000461936
9,7,0.07397499680519104,-0.00022899999748915434,0.0,-0.00022899999748915434
9,8,0.07635500282049179,-0.001075000036507845,0.0,-0.001075000036507845
9,9,0.13000500202178955,0.004604999907314777,0.0,0.004604999907314777
9,10,0.16992199420928955,-0.0030980000738054514,0.0,-0.0030980000738054514
9,11,0.08313000202178955,0.0003910000086762011,0.0,0.0003910000086762011
9,12,0.22375500202178955,0.0042849997989833355,0.0,0.0042849997989833355
9,13,0.1558839976787567,0.006519999820739031,0.0,0.006519999820739031
9,14,0.08032199740409851,-0.0003600000054575503,0.0,-0.0003600000054575503
9,15,0.07849100232124329,-0.0017869999865069985,0.0,-0.0017869999865069985
9,16,0.08575399965047836,-0.0029180001001805067,0.0,-0.0029180001001805067
9,17,0.17688000202178955,0.0019680000841617584,0.0,0.0019680000841617584
9,18,0.11535599827766418,-0.002171000000089407,0.0,-0.002171000000089407
